,start,end
incipient,1980-12-05 23:00:00,1980-12-06 09:00:00
decay,1980-12-06 10:00:00,1980-12-06 16:00:00
intensification,1980-12-06 17:00:00,1980-12-07 05:00:00
mature,1980-12-07 06:00:00,1980-12-07 11:00:00
decay 2,1980-12-07 12:00:00,1980-12-08 09:00:00
