,start,end
incipient,2019-09-19 10:00:00,2019-09-19 12:00:00
decay,2019-09-19 13:00:00,2019-09-20 23:00:00
intensification,2019-09-21 00:00:00,2019-09-22 02:00:00
mature,2019-09-22 03:00:00,2019-09-22 09:00:00
decay 2,2019-09-22 10:00:00,2019-09-23 04:00:00
residual,2019-09-23 05:00:00,2019-09-24 09:00:00
