,start,end
incipient,1979-09-14 02:00:00,1979-09-14 08:00:00
intensification,1979-09-14 09:00:00,1979-09-14 22:00:00
mature,1979-09-14 23:00:00,1979-09-15 03:00:00
decay,1979-09-15 04:00:00,1979-09-15 14:00:00
