,start,end
intensification,2017-05-27 08:00:00,2017-05-28 23:00:00
mature,2017-05-29 00:00:00,2017-05-29 09:00:00
decay,2017-05-29 10:00:00,2017-05-30 18:00:00
intensification 2,2017-05-30 19:00:00,2017-05-31 21:00:00
mature 2,2017-05-31 22:00:00,2017-06-01 16:00:00
decay 2,2017-06-01 17:00:00,2017-06-06 06:00:00
