,start,end
decay,2010-09-19 23:00:00,2010-09-20 02:00:00
intensification,2010-09-20 03:00:00,2010-09-20 22:00:00
mature,2010-09-20 23:00:00,2010-09-21 03:00:00
decay 2,2010-09-21 04:00:00,2010-09-21 11:00:00
