,start,end
incipient,1981-03-04 00:00:00,1981-03-04 01:00:00
intensification,1981-03-04 02:00:00,1981-03-04 10:00:00
mature,1981-03-04 11:00:00,1981-03-04 13:00:00
decay,1981-03-04 14:00:00,1981-03-05 00:00:00
residual,1981-03-05 01:00:00,1981-03-05 07:00:00
