,start,end
incipient,2003-07-21 10:00:00,2003-07-21 20:00:00
intensification,2003-07-21 21:00:00,2003-07-22 16:00:00
mature,2003-07-22 17:00:00,2003-07-22 23:00:00
decay,2003-07-23 00:00:00,2003-07-23 15:00:00
