,start,end
incipient,1981-02-11 10:00:00,1981-02-11 14:00:00
intensification,1981-02-11 15:00:00,1981-02-12 08:00:00
mature,1981-02-12 09:00:00,1981-02-12 14:00:00
decay,1981-02-12 15:00:00,1981-02-13 09:00:00
