,start,end
incipient,1993-05-15 19:00:00,1993-05-15 22:00:00
intensification,1993-05-15 23:00:00,1993-05-16 12:00:00
mature,1993-05-16 13:00:00,1993-05-16 16:00:00
decay,1993-05-16 17:00:00,1993-05-16 23:00:00
