,start,end
incipient,2020-11-13 22:00:00,2020-11-14 13:00:00
decay,2020-11-14 14:00:00,2020-11-14 17:00:00
intensification,2020-11-14 18:00:00,2020-11-15 04:00:00
mature,2020-11-15 05:00:00,2020-11-15 07:00:00
decay 2,2020-11-15 08:00:00,2020-11-15 20:00:00
