,start,end
incipient,1984-04-21 06:00:00,1984-04-21 11:00:00
intensification,1984-04-21 12:00:00,1984-04-22 09:00:00
mature,1984-04-22 10:00:00,1984-04-22 15:00:00
decay,1984-04-22 16:00:00,1984-04-23 11:00:00
