,start,end
incipient,2015-08-20 17:00:00,2015-08-21 04:00:00
intensification,2015-08-21 05:00:00,2015-08-22 17:00:00
mature,2015-08-22 18:00:00,2015-08-23 08:00:00
decay,2015-08-23 09:00:00,2015-08-25 09:00:00
