,start,end
decay,1986-08-24 07:00:00,1986-08-24 15:00:00
intensification,1986-08-24 16:00:00,1986-08-24 21:00:00
mature,1986-08-24 22:00:00,1986-08-25 01:00:00
decay 2,1986-08-25 02:00:00,1986-08-25 16:00:00
