,Ck,Ca,Ke,Ge
intensification,-18.664291891956996,3.046797928061012,773906.6789398153,4.009745061738026
mature,-10.747568963698777,1.6880294083750942,317471.1180456015,-1.0768513353863058
decay,-5.404560421785392,1.4649730705969723,456491.1331249939,0.2255556273098519
