,Ck,Ca,Ke,Ge
intensification,-0.3639713756407028,-0.2070047229643316,188328.93005209832,1.364875895872323
mature,-1.7075978503258589,0.03237587662176411,133666.61074056415,1.0612906578697379
decay,-14.431994782614574,2.7382337767317004,687435.0928758702,3.1802409063600363
