,start,end
incipient,2011-10-29 11:00:00,2011-10-29 13:00:00
intensification,2011-10-29 14:00:00,2011-10-30 01:00:00
mature,2011-10-30 02:00:00,2011-10-30 08:00:00
decay,2011-10-30 09:00:00,2011-10-31 19:00:00
