,start,end
intensification,1992-07-02 04:00:00,1992-07-02 08:00:00
mature,1992-07-02 09:00:00,1992-07-02 10:00:00
decay,1992-07-02 11:00:00,1992-07-02 21:00:00
residual,1992-07-02 22:00:00,1992-07-03 13:00:00
