,start,end
incipient,1999-12-13 04:00:00,1999-12-13 06:00:00
intensification,1999-12-13 07:00:00,1999-12-14 21:00:00
mature,1999-12-14 22:00:00,1999-12-15 19:00:00
decay,1999-12-15 20:00:00,1999-12-20 13:00:00
