,start,end
incipient,2001-09-18 19:00:00,2001-09-19 21:00:00
intensification,2001-09-19 22:00:00,2001-09-21 23:00:00
mature,2001-09-22 00:00:00,2001-09-22 14:00:00
decay,2001-09-22 15:00:00,2001-09-23 15:00:00
