,start,end
incipient,2018-04-29 11:00:00,2018-04-29 15:00:00
intensification,2018-04-29 16:00:00,2018-04-29 17:00:00
decay,2018-04-29 18:00:00,2018-04-29 23:00:00
intensification 2,2018-04-30 00:00:00,2018-04-30 12:00:00
