,start,end
incipient,1984-06-23 22:00:00,1984-06-25 22:00:00
intensification,1984-06-25 11:00:00,1984-06-27 21:00:00
mature,1984-06-27 10:00:00,1984-06-28 16:00:00
decay,1984-06-28 05:00:00,1984-06-30 18:00:00
incipient 3,1984-06-30 07:00:00,1984-07-02 15:00:00
