,start,end
incipient,1984-06-23 16:00:00,1984-06-25 06:00:00
intensification,1984-06-24 19:00:00,1984-06-26 08:00:00
mature,1984-06-25 21:00:00,1984-06-28 23:00:00
decay,1984-06-28 12:00:00,1984-07-02 15:00:00
