,Ck,Ca,Ke,Ge
intensification,-7.269076706019981,1.8034206410977731,536768.2837703358,11.074806433070293
mature,-13.250042187934124,1.0488618273536368,544689.8045407509,3.770578944344216
decay,-8.951040353341414,4.113794163812289,1135983.9218926227,5.698479517110579
