,start,end
intensification,2011-08-16 21:00:00,2011-08-18 07:00:00
mature,2011-08-17 20:00:00,2011-08-19 00:00:00
decay,2011-08-18 13:00:00,2011-08-21 02:00:00
intensification 2,2011-08-20 15:00:00,2011-08-23 02:00:00
mature 2,2011-08-22 15:00:00,2011-08-23 12:00:00
decay 2,2011-08-23 01:00:00,2011-08-24 05:00:00
