,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km),Genesis Season,Genesis Region
0,20040001,decay,120.0,17.568102018188156,7589.420071857283,4.967709583333333,0.18136799999999997,6318.79673263785,DJF,SAt
1,20040001,incipient,5.0,9.807746986589805,176.53944575861647,3.5954840000000003,-3.5617439999999987,141.99986031704546,DJF,SAt
2,20040001,intensification,46.0,15.349610124827121,2541.895436671371,4.42616847826087,-0.07351304347826051,8038.777486127383,DJF,SAt
3,20040001,mature,22.0,16.38784504478657,1297.9173275470962,5.2964613636363636,-0.22676727272727346,7233.089811226903,DJF,SAt
4,20040001,residual,45.0,7.369486466908164,1193.8568076391225,6.147092444444445,-0.18935466666666656,1076.8484260476448,DJF,SAt
5,20040002,decay,16.0,19.531851045872394,1125.03462024225,3.919175625,-0.36610500000000035,1038.8223539907367,DJF,ARG
6,20040002,intensification,18.0,13.608951714263172,881.8600710842536,2.592998947368421,1.5202000000000002,869.9202572112697,DJF,ARG
7,20040002,mature,12.0,15.295698748380124,660.7741859300213,3.8525758333333333,1.32444,584.7298691452172,DJF,ARG
8,20040003,decay,105.0,6.253633109352637,2363.873315335297,2.5431272380952383,-0.4270057142857143,933.0176656163976,DJF,SE-BR
9,20040003,intensification,24.0,7.7876168039214955,672.8500918588172,2.2951236,0.2767000000000004,891.0951312368111,DJF,SE-BR
10,20040003,mature,19.0,12.142034430616274,830.5151550541531,2.5510800000000002,0.9510694736842101,599.2681397441852,DJF,SE-BR
11,20040004,decay,56.0,13.722395655766965,2766.43496420262,3.4791817857142857,-0.9083271428571429,2637.0699223805345,DJF,SAt
12,20040004,intensification,21.0,11.062190116415579,836.3015728010178,3.908949090909091,-0.9181257142857135,4274.618382262327,DJF,SAt
13,20040004,mature,16.0,16.008817099551464,922.1078649341642,3.9912987500000003,-1.0543500000000008,3763.712002130057,DJF,SAt
14,20040005,decay,38.0,8.495851049159546,1162.2324235250258,2.127477631578947,-0.3373326315789473,1059.5220327847221,DJF,SAt
