incipient,intensification,mature,decay
2005-01-27 03:00:00,2005-01-27 10:00:00,2005-01-28 07:00:00,2005-01-28 16:00:00
2005-01-27 09:00:00,2005-01-28 06:00:00,2005-01-28 15:00:00,2005-01-29 09:00:00
