incipient,intensification,mature,decay
1988-02-05 15:00:00,1988-02-05 18:00:00,1988-02-06 06:00:00,1988-02-06 12:00:00
1988-02-05 17:00:00,1988-02-06 05:00:00,1988-02-06 11:00:00,1988-02-06 20:00:00
