incipient,intensification,mature,decay
2009-12-01 03:00:00,2009-12-01 06:00:00,2009-12-01 19:00:00,2009-12-02 01:00:00
2009-12-01 05:00:00,2009-12-01 18:00:00,2009-12-02 00:00:00,2009-12-02 09:00:00
