intensification,mature,decay,residual
1982-10-09 10:00:00,1982-10-10 06:00:00,1982-10-10 12:00:00,1982-10-10 23:00:00
1982-10-10 05:00:00,1982-10-10 11:00:00,1982-10-10 22:00:00,1982-10-11 22:00:00
