incipient,intensification,mature,decay
2017-11-04 10:00:00,2017-11-05 00:00:00,2017-11-05 11:00:00,2017-11-05 15:00:00
2017-11-04 23:00:00,2017-11-05 10:00:00,2017-11-05 14:00:00,2017-11-05 18:00:00
