incipient,intensification,mature,decay
1984-05-05 08:00:00,1984-05-06 08:00:00,1984-05-08 10:00:00,1984-05-09 13:00:00
1984-05-06 07:00:00,1984-05-08 09:00:00,1984-05-09 12:00:00,1984-05-12 00:00:00
