,start,end
incipient,1980-12-10 01:00:00,1980-12-10 12:00:00
intensification,1980-12-10 13:00:00,1980-12-12 10:00:00
mature,1980-12-12 11:00:00,1980-12-13 01:00:00
decay,1980-12-13 02:00:00,1980-12-21 09:00:00
