,start,end
incipient,1984-11-01 12:00:00,1984-11-01 21:00:00
intensification,1984-11-01 22:00:00,1984-11-02 10:00:00
mature,1984-11-02 11:00:00,1984-11-02 14:00:00
decay,1984-11-02 15:00:00,1984-11-02 22:00:00
