incipient,intensification,mature,decay
2012-04-19 11:00:00,2012-04-20 21:00:00,2012-04-21 18:00:00,2012-04-22 04:00:00
2012-04-20 20:00:00,2012-04-21 17:00:00,2012-04-22 03:00:00,2012-04-22 23:00:00
