incipient,intensification,mature,decay
1985-04-17 07:00:00,1985-04-17 12:00:00,1985-04-19 23:00:00,1985-04-21 07:00:00
1985-04-17 11:00:00,1985-04-19 22:00:00,1985-04-21 06:00:00,1985-04-23 01:00:00
