intensification,mature,decay,intensification 2,mature 2,decay 2
2018-09-21 07:00:00,2018-09-21 11:00:00,2018-09-21 14:00:00,2018-09-21 18:00:00,2018-09-22 00:00:00,2018-09-22 03:00:00
2018-09-21 10:00:00,2018-09-21 13:00:00,2018-09-21 17:00:00,2018-09-21 23:00:00,2018-09-22 02:00:00,2018-09-22 07:00:00
