incipient,intensification,mature,decay
2009-07-25 22:00:00,2009-07-26 01:00:00,2009-07-26 14:00:00,2009-07-26 17:00:00
2009-07-26 00:00:00,2009-07-26 13:00:00,2009-07-26 16:00:00,2009-07-26 22:00:00
