,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",167,64.23076923076923
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",24,9.230769230769232
7,"intensification, mature, decay",15,5.769230769230769
3,"incipient, decay, intensification, mature, decay 2",12,4.615384615384616
6,intensification,9,3.4615384615384617
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",8,3.076923076923077
2,"decay, intensification, mature, decay 2",5,1.9230769230769231
0,decay,4,1.5384615384615383
1,"decay, intensification",4,1.5384615384615383
