,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",378,65.85365853658537
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",48,8.362369337979095
5,"intensification, mature, decay",28,4.878048780487805
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",25,4.355400696864112
1,"incipient, decay, intensification, mature, decay 2",22,3.8327526132404177
0,"decay, intensification, mature, decay 2",18,3.1358885017421603
4,intensification,18,3.1358885017421603
