,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RGe,RKz,RKe
intensification,513670.0568311431,109867.99290438439,3313987.61772234,268470.1524987643,-5.751830985772775,1.5668017435362578,-1.9587878035992,3.7827463512808,2.2456996405553684,-0.5591658165883632,26.748578760563944,3.180322009928564,-39.43658230125302,1.1252670018931372,-0.7786380557218642,-0.12856271157989363,5.073211053769536,-0.9790912175523551,5.182455496695839,0.7474452372627293,-1.35751782902235,1.7960192067805503,13.855504474496136,8.174410927545836
mature,607634.8520493181,107212.79460160145,3285634.4273152514,267576.9742637695,-6.179108598553382,1.5575715893211992,-2.2216239629141548,3.3298013849100165,2.3539471393004088,-0.5957751035512057,24.882720530702432,4.4367566392415965,-41.66379754912866,-1.8428651207854079,-1.8177951058502608,-0.08971825508237548,6.679058784245391,-0.2906361440685275,1.355968946682923,0.12846807196694454,-0.29642536428720306,2.0773687550714954,15.12601902255198,9.859713915098823
incipient,619304.1005581017,141651.05112175265,3326521.3739952636,257894.5623270201,-0.9271223864129069,1.6090093795862555,-3.478191801936547,3.7617489417699748,8.366307622506632,1.0243051541427153,7.407413230602648,4.771932113063631,-62.70069139762822,-70.87511634830821,-0.05268542953257431,0.3948071305251696,0.05313350613132755,0.3110173586242161,8.428865027572567,0.21221064987941934,-7.631287123201953,1.439451766665218,-5.426765985319376,11.799662206890732
intensification 2,749464.9103045595,185851.56208020492,4822219.284061475,417293.28962463845,18.06931818464038,1.7822244208766818,-7.478894116620428,2.4384304214140893,33.152702433769,-3.883168341001458,-42.3471612175496,-1.7697247531526321,-124.73981459659657,-270.47231411893904,3.311524572780669,0.41285532119534085,4.219794762512168,-0.1643586319796501,15.94458369493613,5.4256815564553875,-9.081365065739769,4.375015709559216,-47.701320844465776,2.7219182284264978
mature 2,964597.5168315687,187294.12870501963,5259078.369297778,806091.2289255036,40.445475103427356,3.065245839156128,-26.13658335273285,7.625134236431919,47.127886839899844,-10.41128496096626,-101.67529554881482,-19.531433926744526,-18.196102816536044,-188.2127490961909,8.700365881440245,1.918595627517972,-4.4696493000596265,-1.992619041163827,-15.05700690754855,7.85371989466482,-8.086815197375978,12.978554317078224,-72.30939689057175,6.37656376775542
decay,715813.148041557,135785.22313328748,4279102.9497302435,703163.5166271097,33.859370667806346,1.623441399988199,-25.083487714203866,7.435499765105816,25.166898828441923,-2.0987181012314022,-73.14850543433622,-41.72056194525704,88.4681631709635,-71.36194650232588,8.61195100475813,2.1739104992540534,-5.289194732266643,-0.8542353148636128,-20.114074468706622,-4.586576695990786,5.026718507085971,7.0565411514854075,-44.258548012027106,-4.614997769956572
