,start,end
incipient,1986-06-27 15:00:00,1986-06-27 17:00:00
decay,1986-06-27 18:00:00,1986-06-28 06:00:00
intensification,1986-06-28 07:00:00,1986-06-28 09:00:00
mature,1986-06-28 10:00:00,1986-06-28 11:00:00
decay 2,1986-06-28 12:00:00,1986-06-28 23:00:00
