,start,end
incipient,1981-03-17 23:00:00,1981-03-18 01:00:00
intensification,1981-03-18 02:00:00,1981-03-18 11:00:00
mature,1981-03-18 12:00:00,1981-03-18 15:00:00
decay,1981-03-18 16:00:00,1981-03-19 06:00:00
