,start,end
incipient,2007-10-13 22:00:00,2007-10-14 02:00:00
intensification,2007-10-14 03:00:00,2007-10-14 15:00:00
mature,2007-10-14 16:00:00,2007-10-14 21:00:00
decay,2007-10-14 22:00:00,2007-10-15 21:00:00
