,start,end
incipient,2013-02-09 12:00:00,2013-02-09 15:00:00
intensification,2013-02-09 16:00:00,2013-02-10 02:00:00
mature,2013-02-10 03:00:00,2013-02-10 06:00:00
decay,2013-02-10 07:00:00,2013-02-10 16:00:00
