,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",3517,64.92523537013106
6,"intensification, mature, decay",344,6.350378438249955
2,"incipient, decay, intensification, mature, decay 2",328,6.055011999261584
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",328,6.055011999261584
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",278,5.131991877422927
1,"decay, intensification, mature, decay 2",200,3.692080487354625
5,intensification,86,1.5875946095624884
0,decay,81,1.4952925973786229
