,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",3611,65.70232896652111
7,"intensification, mature, decay",355,6.45924308588064
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",334,6.0771470160116445
3,"incipient, decay, intensification, mature, decay 2",285,5.185589519650655
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",257,4.676128093158661
1,"decay, intensification, mature, decay 2",189,3.4388646288209603
0,decay,92,1.6739446870451238
6,intensification,84,1.5283842794759823
2,"incipient, decay",57,1.037117903930131
