Type of System,Total Count,Percentage
"incipient, intensification, mature, decay, residual",3880,7.893077282991231
"incipient, decay, intensification, mature, decay 2",3325,6.764041743800477
"incipient, intensification, mature, decay",24902,50.65809548996074
"decay, intensification, mature, decay 2",2156,4.385947067559045
intensification,1150,2.339443009133999
"intensification, mature, decay",2614,5.317655674675021
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",2413,4.908761722643774
"decay, intensification, mature, decay 2, residual",312,0.6347010598693981
"intensification, mature, decay, intensification 2, mature 2, decay 2",2046,4.162174257989706
"incipient, decay, intensification, mature, decay 2, residual",260,0.5289175498911651
decay,1807,3.675976971743597
"decay, intensification, decay 2",137,0.2786988628272677
"intensification, mature, decay, residual",1075,2.1868706389730863
"incipient, decay, intensification, decay 2",101,0.2054641251500295
"incipient, intensification",36,0.07323473767723823
"decay, residual",86,0.1749496511178469
"incipient, decay, intensification",192,0.3905852676119373
"incipient, intensification, decay, intensification 2, decay 2",63,0.1281607909351669
"incipient, decay",583,1.185995890717497
"intensification, residual",220,0.44754561913867813
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",54,0.10985210651585735
"decay, intensification",698,1.419940191630897
"decay, intensification, residual",122,0.24818438879508514
"incipient, decay, intensification, residual",41,0.0834062290212991
"incipient, intensification, decay, intensification 2, mature, decay 2",280,0.5696035152674085
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",16,0.032548772300994774
"decay, intensification, decay 2, intensification 2",54,0.10985210651585735
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",85,0.17291535284903473
"decay, intensification, mature, decay 2, intensification 2, mature 2",59,0.12002359785991822
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",38,0.07730333421486259
"intensification, decay",35,0.07120043940842606
"incipient, decay, residual",37,0.0752690359460504
"incipient, intensification, decay, intensification 2, residual",28,0.05696035152674085
"decay, intensification, residual, intensification 2",13,0.026445877494558248
"intensification, incipient, decay",35,0.07120043940842606
"intensification, incipient, decay, intensification 2, residual",2,0.004068596537624347
"incipient, intensification, decay, intensification 2",139,0.2827674593648921
"incipient, decay, intensification, decay 2, intensification 2",10,0.020342982688121732
"decay, intensification, decay 2, intensification 2, residual",5,0.010171491344060866
"incipient, intensification, incipient 2, decay, intensification 2, mature, decay 2",3,0.00610289480643652
"incipient, decay, intensification, incipient 2, decay 2",4,0.008137193075248694
"incipient, intensification, residual",10,0.020342982688121732
"decay, intensification, incipient, decay 2",1,0.0020342982688121734
"incipient, decay, intensification, decay 2, residual",7,0.014240087881685213
"intensification, incipient, decay, residual",4,0.008137193075248694
"decay, residual, intensification",2,0.004068596537624347
"incipient, intensification, decay, intensification 2, decay 2, residual",2,0.004068596537624347
"incipient, decay, residual, intensification",1,0.0020342982688121734
"incipient, decay, intensification, decay 2, intensification 2, mature",1,0.0020342982688121734
"incipient, decay, incipient 2, intensification, mature, decay 2",4,0.008137193075248694
"decay, intensification, decay 2, residual",4,0.008137193075248694
"incipient, decay, intensification, residual, intensification 2",2,0.004068596537624347
"intensification, decay, residual",1,0.0020342982688121734
"intensification, mature, decay, intensification 2, decay 2, mature 2",1,0.0020342982688121734
"decay, intensification, decay 2, intensification 2, mature",1,0.0020342982688121734
