Type of System,Total Count,Percentage
"incipient, intensification, mature, decay",6833,51.38753102203505
"incipient, decay, intensification, mature, decay 2",881,6.625554636384147
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",627,4.715349326915845
"decay, intensification, mature, decay 2, residual",72,0.5414755207941641
"incipient, decay, intensification, mature, decay 2, residual",74,0.5565165074828909
decay,500,3.7602466721816956
"intensification, mature, decay, residual",297,2.233586523275927
"incipient, intensification, mature, decay, residual",1019,7.663382717906295
"intensification, mature, decay, intensification 2, mature 2, decay 2",546,4.106189366022411
"decay, intensification, mature, decay 2",585,4.399488606452583
intensification,313,2.353914416785741
"intensification, mature, decay",724,5.4448371813190946
"decay, intensification",201,1.5116191622170416
"incipient, decay",147,1.1055125216214186
"incipient, intensification, decay, intensification 2, mature, decay 2",72,0.5414755207941641
"decay, residual",22,0.1654508535759946
"incipient, decay, intensification",37,0.27825825374144547
"incipient, intensification, decay, intensification 2, decay 2",18,0.13536888019854101
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",21,0.15793036023163118
"intensification, decay",11,0.0827254267879973
"intensification, residual",70,0.5264345341054373
"decay, intensification, mature, decay 2, intensification 2, mature 2",8,0.060163946754907126
"intensification, incipient, decay",10,0.07520493344363391
"incipient, decay, intensification, decay 2",30,0.2256148003309017
"incipient, intensification, decay, intensification 2",26,0.19553282695344817
"decay, intensification, residual",42,0.31586072046326236
"decay, intensification, decay 2",30,0.2256148003309017
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",9,0.06768444009927051
"incipient, decay, intensification, residual",12,0.09024592013236069
"incipient, intensification, incipient 2, decay, intensification 2, mature, decay 2",1,0.007520493344363391
"decay, intensification, decay 2, intensification 2",14,0.10528690682108746
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",1,0.007520493344363391
"incipient, intensification, decay, intensification 2, residual",5,0.037602466721816954
"incipient, decay, intensification, incipient 2, decay 2",2,0.015040986688726781
"incipient, decay, residual",7,0.05264345341054373
"intensification, incipient, decay, residual",2,0.015040986688726781
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",8,0.060163946754907126
"incipient, intensification",8,0.060163946754907126
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.007520493344363391
"incipient, intensification, residual",2,0.015040986688726781
"incipient, decay, intensification, decay 2, residual",2,0.015040986688726781
"decay, intensification, residual, intensification 2",4,0.030081973377453563
"decay, intensification, decay 2, residual",2,0.015040986688726781
"incipient, decay, intensification, decay 2, intensification 2",1,0.007520493344363391
