,start,end
incipient,2004-06-02 23:00:00,2004-06-03 00:00:00
intensification,2004-06-03 01:00:00,2004-06-03 13:00:00
mature,2004-06-03 14:00:00,2004-06-03 20:00:00
decay,2004-06-03 21:00:00,2004-06-05 04:00:00
