,start,end
incipient,2011-12-08 22:00:00,2011-12-09 00:00:00
intensification,2011-12-09 01:00:00,2011-12-09 20:00:00
mature,2011-12-09 21:00:00,2011-12-10 02:00:00
decay,2011-12-10 03:00:00,2011-12-10 20:00:00
residual,2011-12-10 21:00:00,2011-12-10 21:00:00
