,start,end
intensification,2005-12-31 05:00:00,2006-01-01 20:00:00
mature,2006-01-01 21:00:00,2006-01-02 06:00:00
decay,2006-01-02 07:00:00,2006-01-03 12:00:00
intensification 2,2006-01-03 13:00:00,2006-01-05 19:00:00
mature 2,2006-01-05 20:00:00,2006-01-06 08:00:00
decay 2,2006-01-06 09:00:00,2006-01-07 20:00:00
