,start,end
incipient,1993-04-23 13:00:00,1993-04-23 17:00:00
intensification,1993-04-23 18:00:00,1993-04-25 13:00:00
mature,1993-04-25 14:00:00,1993-04-26 00:00:00
decay,1993-04-26 01:00:00,1993-04-27 09:00:00
