,start,end
incipient,2005-12-04 22:00:00,2005-12-05 13:00:00
intensification,2005-12-05 14:00:00,2005-12-07 10:00:00
mature,2005-12-07 11:00:00,2005-12-08 03:00:00
decay,2005-12-08 04:00:00,2005-12-10 18:00:00
