,start,end
incipient,1980-09-11 23:00:00,1980-09-12 17:00:00
intensification,1980-09-12 18:00:00,1980-09-14 17:00:00
mature,1980-09-14 18:00:00,1980-09-15 08:00:00
decay,1980-09-15 09:00:00,1980-09-16 21:00:00
