,start,end
incipient,1981-05-04 10:00:00,1981-05-04 11:00:00
intensification,1981-05-04 12:00:00,1981-05-05 23:00:00
mature,1981-05-06 00:00:00,1981-05-06 18:00:00
decay,1981-05-06 19:00:00,1981-05-10 17:00:00
