,start,end
incipient,2001-09-01 09:00:00,2001-09-02 12:00:00
intensification,2001-09-02 13:00:00,2001-09-04 15:00:00
mature,2001-09-04 16:00:00,2001-09-05 07:00:00
decay,2001-09-05 08:00:00,2001-09-06 15:00:00
