,start,end
intensification,1990-05-27 06:00:00,1990-05-27 18:00:00
mature,1990-05-27 19:00:00,1990-05-27 23:00:00
decay,1990-05-28 00:00:00,1990-05-29 02:00:00
residual,1990-05-29 03:00:00,1990-05-29 21:00:00
