,start,end
incipient,1986-06-16 23:00:00,1986-06-17 16:00:00
decay,1986-06-17 17:00:00,1986-06-17 17:00:00
intensification,1986-06-17 18:00:00,1986-06-18 09:00:00
mature,1986-06-18 10:00:00,1986-06-18 14:00:00
decay 2,1986-06-18 15:00:00,1986-06-19 04:00:00
