,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",235,63.858695652173914
7,"intensification, mature, decay",27,7.336956521739131
2,"decay, intensification, mature, decay 2",17,4.619565217391305
6,intensification,17,4.619565217391304
0,decay,15,4.076086956521739
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",14,3.804347826086957
3,"incipient, decay, intensification, mature, decay 2",13,3.532608695652174
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",10,2.717391304347826
1,"decay, intensification",8,2.1739130434782608
