,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",1259,68.3867463335144
7,"intensification, mature, decay",123,6.6811515480717
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",105,5.70342205323194
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",67,3.639326453014666
3,"incipient, decay, intensification, mature, decay 2",48,2.607278652906029
2,"decay, intensification, mature, decay 2",45,2.444323737099402
