,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",2268,65.20989074180564
7,"intensification, mature, decay",229,6.584243818286371
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",169,4.859114433582519
3,"incipient, decay, intensification, mature, decay 2",131,3.7665324899367456
2,"decay, intensification, mature, decay 2",122,3.5077630822311674
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",114,3.27774583093732
