,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",1075,64.21744324970132
4,"intensification, mature, decay",159,9.49820788530466
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",76,4.540023894862605
1,"incipient, decay, intensification, mature, decay 2",72,4.301075268817205
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",72,4.301075268817205
0,"decay, intensification, mature, decay 2",47,2.807646356033453
