,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",2853,65.03305219968087
7,"intensification, mature, decay",279,6.359699111009801
3,"incipient, decay, intensification, mature, decay 2",229,5.219968087531343
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",210,4.786870298609528
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",158,3.60155003419193
6,intensification,151,3.4419876909049463
2,"decay, intensification, mature, decay 2",149,3.396398449965808
0,decay,73,1.6640072942785502
1,"decay, intensification",55,1.253704125826305
