,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",987,61.07673267326733
4,"intensification, mature, decay",109,6.7450495049504955
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",91,5.631188118811881
1,"incipient, decay, intensification, mature, decay 2",89,5.507425742574258
0,"decay, intensification, mature, decay 2",61,3.7747524752475248
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",48,2.9702970297029703
